parcel_id,order_id,customer_id,created_at,delivery_date,batch_id,depot_id,dropoff_lat,dropoff_lng,dropoff_address,dropoff_zone_id,dropoff_postal_code,dropoff_location_type,floor_number,has_elevator,road_access_type,weight_kg,length_cm,width_cm,height_cm,volume_m3,actual_shape,density_kg_m3,fragile,stackable,max_stack_weight_kg,loading_orientation_fixed,top_face_id,do_not_tilt,keep_dry,two_person_lift,requires_signature,hazardous,hazmat_class,requires_refrigeration,temp_min_celsius,temp_max_celsius,category,priority_level,service_type,is_return,attempt_number,time_window_start,time_window_end,time_window_flexibility,customer_available_probability,preferred_time_slot
P-0012634,O-0010592,C-0011247,2026-01-14 09:10:57,2026-01-15,B-20260115-002,D-CMB-002,6.868863,79.90349,"No. 334, Lake Road, Floor 5, Nugegoda, Sri Lanka",Z-CMB-007,10250,residential,5,True,standard,10.702,56.1,37.5,26.3,0.055328625,soft_pack,193.426,False,True,35.61,False,,False,True,False,False,False,,False,,,medium_parcel,standard,door_to_door,False,1,10:45:00,20:04:00,flexible_±30min,0.675,morning
P-0012635,O-0010593,C-0016380,2026-01-11 16:04:27,2026-01-15,B-20260115-002,D-CMB-002,6.866593,79.898541,"No. 265, Duplication Road, Nugegoda, Sri Lanka",Z-CMB-007,10250,commercial,0,False,standard,9.907,43.8,26.5,28.2,0.03273174,cuboid,302.673,False,True,46.11,True,length_height,True,True,False,True,True,biological,False,,,hazmat,priority,door_to_door,False,2,19:05:00,21:00:00,flexible_±30min,0.99,evening
P-0012636,O-0010594,C-0014718,2026-01-14 07:47:59,2026-01-15,B-20260115-002,D-CMB-002,6.946055,79.920531,"No. 259, Duplication Road, Floor 4, Kelaniya, Sri Lanka",Z-CMB-012,11600,residential,4,True,standard,8.329,48.7,36.8,19.3,0.034588688,cuboid,240.801,False,False,0.0,False,,False,True,False,False,False,,False,,,medium_parcel,standard,door_to_door,False,1,12:21:00,17:25:00,anytime,0.722,afternoon
P-0012637,O-0010595,C-0012928,2026-01-14 17:05:36,2026-01-15,B-20260115-002,D-CMB-002,6.914795,79.877323,"No. 12, Lake Road, Floor 8, Borella, Sri Lanka",Z-CMB-006,00800,residential,8,False,standard,5.637,31.9,34.6,32.1,0.035430054,cuboid,159.102,False,False,0.0,False,,False,True,False,False,False,,False,,,medium_parcel,priority,door_to_door,False,1,16:52:00,18:07:00,fixed,0.783,evening
P-0012638,O-0010596,C-0000373,2026-01-14 11:24:45,2026-01-15,B-20260115-002,D-CMB-002,6.875923,79.861846,"No. 14, Canal Road, Wellawatte, Sri Lanka",Z-CMB-010,00600,residential,0,False,narrow_lane,10.766,42.5,47.3,30.5,0.061312625,cuboid,175.592,False,True,52.66,False,,False,False,False,False,False,,False,,,medium_parcel,standard,collection_point,False,1,12:48:00,18:49:00,anytime,0.814,afternoon
P-0012639,O-0010597,C-0002752,2026-01-13 08:26:27,2026-01-15,B-20260115-002,D-CMB-002,6.914298,79.878343,"No. 179, Hospital Road, Borella, Sri Lanka",Z-CMB-006,00800,commercial,0,False,standard,12.0,122.6,62.2,53.9,0.411026308,irregular,29.195,False,False,0.0,True,length_width,True,True,False,True,False,,False,,,bulky,standard,door_to_door,False,1,07:47:00,15:45:00,anytime,0.913,evening
P-0012640,O-0010598,C-0013104,2026-01-14 17:43:25,2026-01-15,B-20260115-002,D-CMB-002,6.865765,79.902193,"No. 17, Palm Grove, Floor 2, Nugegoda, Sri Lanka",Z-CMB-007,10250,commercial,2,True,narrow_lane,16.408,44.2,44.6,32.1,0.063279372,irregular,259.295,False,True,71.35,False,,False,True,False,False,False,,False,,,medium_parcel,standard,door_to_door,False,1,10:33:00,19:02:00,anytime,0.873,any
P-0012641,O-0010599,C-0017495,2026-01-13 15:46:23,2026-01-15,B-20260115-002,D-CMB-002,6.890348,79.856462,"No. 320, Canal Road, Floor 1, Bambalapitiya, Sri Lanka",Z-CMB-005,00400,residential,1,False,standard,4.579,40.9,21.0,18.0,0.0154602,cuboid,296.18,False,True,30.08,False,,False,False,False,False,False,,False,,,small_parcel,express,door_to_door,False,1,12:33:00,16:27:00,fixed,0.749,any
P-0012642,O-0010600,C-0001118,2026-01-13 08:58:52,2026-01-15,B-20260115-002,D-CMB-002,6.860463,79.851911,"No. 130, Lake Road, Dehiwala, Sri Lanka",Z-CMB-008,10350,industrial,0,False,narrow_lane,9.556,50.5,28.6,25.9,0.03740737,soft_pack,255.458,False,True,19.25,False,,False,True,False,False,False,,False,,,medium_parcel,express,door_to_door,False,1,14:42:00,17:54:00,flexible_±30min,0.99,afternoon
P-0012643,O-0010601,C-0010545,2026-01-13 09:23:46,2026-01-15,B-20260115-002,D-CMB-002,6.886878,79.846297,"No. 204, Lake Road, Floor 5, Bambalapitiya, Sri Lanka",Z-CMB-005,00400,residential,5,False,standard,5.005,49.3,33.7,29.3,0.048679313,cuboid,102.816,False,True,25.61,False,,False,True,False,True,False,,False,,,medium_parcel,express,door_to_door,False,1,16:27:00,20:11:00,fixed,0.9,evening
P-0012644,O-0010602,C-0009066,2026-01-12 20:39:19,2026-01-15,B-20260115-002,D-CMB-002,6.916328,79.876816,"No. 210, Market Lane, Floor 4, Borella, Sri Lanka",Z-CMB-006,00800,residential,4,True,standard,2.781,31.1,27.3,15.4,0.013075062,cuboid,212.695,False,True,12.74,False,,False,True,False,False,False,,False,,,small_parcel,standard,door_to_door,False,1,10:06:00,17:04:00,flexible_±30min,0.84,evening
P-0012645,O-0010603,C-0009921,2026-01-14 10:30:07,2026-01-15,B-20260115-002,D-CMB-002,6.865328,79.900658,"No. 159, Temple Road, Floor 8, Nugegoda, Sri Lanka",Z-CMB-007,10250,residential,8,False,standard,2.6,34.6,21.5,12.6,0.00937314,cuboid,277.388,False,False,0.0,True,length_width,False,True,False,False,False,,False,,,small_parcel,standard,door_to_door,False,1,07:48:00,16:24:00,anytime,0.844,evening
P-0012646,O-0010603,C-0015822,2026-01-14 20:28:22,2026-01-15,B-20260115-002,D-CMB-002,6.876872,79.862538,"No. 89, Main Street, Floor 3, Wellawatte, Sri Lanka",Z-CMB-010,00600,commercial,3,False,narrow_lane,1.1,24.7,28.1,18.1,0.012562667,cuboid,87.561,True,False,0.0,True,length_width,True,False,False,True,False,,True,3.7,7.6,perishable,priority,door_to_door,False,1,08:12:00,09:32:00,fixed,0.954,morning
P-0012647,O-0010604,C-0012013,2026-01-13 10:52:13,2026-01-15,B-20260115-002,D-CMB-002,6.95,79.935994,"No. 350, Station Road, Kelaniya, Sri Lanka",Z-CMB-012,11600,industrial,0,False,standard,2.149,24.2,18.2,16.3,0.007179172,cuboid,299.338,True,False,0.0,True,length_width,True,False,False,True,False,,False,,,small_parcel,express,door_to_door,False,1,08:04:00,11:36:00,fixed,0.809,morning
P-0012648,O-0010605,C-0016066,2026-01-14 18:00:43,2026-01-15,B-20260115-002,D-CMB-002,6.896238,79.854182,"No. 60, Hospital Road, Floor 1, Bambalapitiya, Sri Lanka",Z-CMB-005,00400,residential,1,False,standard,3.219,41.0,24.3,32.8,0.03267864,cuboid,98.505,False,False,0.0,True,length_height,False,True,False,False,False,,False,,,medium_parcel,standard,door_to_door,False,2,08:32:00,17:57:00,anytime,0.729,afternoon
P-0012649,O-0010606,C-0005561,2026-01-14 21:40:08,2026-01-15,B-20260115-002,D-CMB-002,6.876884,79.838945,"No. 12, High Level Road, Wellawatte, Sri Lanka",Z-CMB-010,00600,residential,0,False,standard,2.86,44.0,38.4,17.9,0.03024384,cuboid,94.565,False,True,10.61,False,,False,True,False,False,False,,False,,,medium_parcel,standard,collection_point,False,1,10:14:00,15:34:00,anytime,0.99,any
P-0012650,O-0010607,C-0001653,2026-01-15 16:49:17,2026-01-15,B-20260115-002,D-CMB-002,6.949791,79.93368,"No. 315, Baseline Road, Kelaniya, Sri Lanka",Z-CMB-012,11600,residential,0,False,narrow_lane,3.846,46.2,30.2,15.0,0.0209286,cuboid,183.768,False,True,25.79,True,length_width,True,True,False,False,False,,True,0.6,4.2,perishable,express,locker_drop,False,1,16:32:00,20:13:00,flexible_±30min,0.749,evening
P-0012651,O-0010608,C-0005971,2026-01-14 11:40:36,2026-01-15,B-20260115-002,D-CMB-002,6.9148,79.878521,"No. 396, Duplication Road, Floor 1, Borella, Sri Lanka",Z-CMB-006,00800,industrial,1,False,standard,12.387,58.2,32.9,39.3,0.075250854,cuboid,164.609,True,False,0.0,True,length_width,True,True,False,True,False,,False,,,fragile_goods,standard,door_to_door,False,1,09:19:00,17:24:00,anytime,0.864,morning
P-0012652,O-0010609,C-0014021,2026-01-12 13:29:47,2026-01-15,B-20260115-002,D-CMB-002,6.917145,79.878494,"No. 218, Hospital Road, Floor 4, Borella, Sri Lanka",Z-CMB-006,00800,residential,4,True,narrow_lane,0.936,32.8,23.3,2.4,0.001834176,flat,510.311,False,True,12.41,False,,False,True,False,False,False,,False,,,document,standard,door_to_door,False,1,11:25:00,20:36:00,flexible_±30min,0.86,evening
P-0012653,O-0010610,C-0003542,2026-01-14 09:13:38,2026-01-15,B-20260115-002,D-CMB-002,6.874365,79.863428,"No. 249, Temple Road, Floor 2, Wellawatte, Sri Lanka",Z-CMB-010,00600,residential,2,False,restricted_access,1.287,22.5,20.7,12.4,0.0057753,cuboid,222.846,False,True,15.03,False,,False,True,False,False,False,,False,,,small_parcel,standard,door_to_door,False,1,11:53:00,19:55:00,anytime,0.809,evening
P-0012654,O-0010610,C-0008167,2026-01-13 20:17:22,2026-01-15,B-20260115-002,D-CMB-002,6.866921,79.899401,"No. 100, Palm Grove, Floor 1, Nugegoda, Sri Lanka",Z-CMB-007,10250,commercial,1,False,standard,8.723,52.4,22.7,31.1,0.036992828,cuboid,235.802,False,True,27.67,False,,False,True,False,False,False,,False,,,medium_parcel,standard,door_to_door,False,1,08:25:00,16:59:00,anytime,0.947,evening
P-0012655,O-0010611,C-0004012,2026-01-13 20:11:25,2026-01-15,B-20260115-002,D-CMB-002,6.913666,79.880012,"No. 312, Canal Road, Borella, Sri Lanka",Z-CMB-006,00800,residential,0,False,standard,2.366,26.5,24.2,14.4,0.00923472,cuboid,256.207,False,True,22.5,False,,False,True,False,False,False,,False,,,small_parcel,standard,door_to_door,False,1,10:39:00,19:27:00,flexible_±30min,0.759,morning
P-0012656,O-0010612,C-0014861,2026-01-14 15:00:52,2026-01-15,B-20260115-002,D-CMB-002,6.915117,79.875286,"No. 73, Marine Drive, Floor 15, Borella, Sri Lanka",Z-CMB-006,00800,commercial,15,True,pedestrian_only,0.659,22.4,22.8,15.4,0.007865088,cuboid,83.788,False,True,5.15,False,,False,True,False,False,False,,False,,,small_parcel,express,door_to_door,False,1,09:47:00,12:46:00,flexible_±30min,0.722,morning
P-0012657,O-0010613,C-0016196,2026-01-11 20:02:07,2026-01-15,B-20260115-002,D-CMB-002,6.945222,79.920495,"No. 223, Union Place, Kelaniya, Sri Lanka",Z-CMB-012,11600,commercial,0,False,standard,15.851,132.1,53.1,54.5,0.382290795,cuboid,41.463,False,False,0.0,False,,False,True,False,False,False,,False,,,bulky,express,door_to_door,True,1,11:04:00,14:36:00,flexible_±30min,0.875,morning
P-0012658,O-0010614,C-0009207,2026-01-14 15:13:50,2026-01-15,B-20260115-002,D-CMB-002,6.892611,79.862162,"No. 45, High Level Road, Bambalapitiya, Sri Lanka",Z-CMB-005,00400,industrial,0,True,standard,32.761,56.4,45.8,30.6,0.079043472,cylinder,414.468,False,False,0.0,True,length_width,True,False,True,True,True,limited_quantity,False,,,hazmat,standard,door_to_door,False,1,12:23:00,17:38:00,anytime,0.974,afternoon
P-0012659,O-0010615,C-0006160,2026-01-13 17:25:30,2026-01-15,B-20260115-002,D-CMB-002,6.913488,79.877801,"No. 188, Flower Road, Floor 2, Borella, Sri Lanka",Z-CMB-006,00800,commercial,2,False,narrow_lane,0.858,18.1,24.2,3.3,0.001445466,flat,593.58,False,True,10.32,False,,False,True,False,False,False,,False,,,document,express,door_to_door,False,1,12:50:00,16:38:00,flexible_±30min,0.874,any
P-0012660,O-0010616,C-0014895,2026-01-12 21:49:02,2026-01-15,B-20260115-002,D-CMB-002,6.866032,79.89834,"No. 275, Railway Avenue, Floor 5, Nugegoda, Sri Lanka",Z-CMB-007,10250,commercial,5,True,standard,0.461,30.3,22.4,2.6,0.001764672,flat,261.238,False,True,6.18,False,,False,True,False,False,False,,False,,,document,standard,door_to_door,False,2,12:51:00,19:57:00,anytime,0.962,afternoon
P-0012661,O-0010617,C-0010647,2026-01-13 12:24:02,2026-01-15,B-20260115-002,D-CMB-002,6.876541,79.940228,"No. 110, Baseline Road, Nugegoda, Sri Lanka",Z-CMB-007,10250,industrial,0,False,standard,4.518,56.5,33.0,14.4,0.0268488,cuboid,168.276,False,True,20.08,False,,False,False,False,False,False,,False,,,medium_parcel,standard,collection_point,False,1,12:03:00,18:17:00,anytime,0.783,afternoon
P-0012662,O-0010618,C-0014829,2026-01-13 10:59:17,2026-01-15,B-20260115-002,D-CMB-002,6.914233,79.877726,"No. 243, Park Road, Borella, Sri Lanka",Z-CMB-006,00800,commercial,0,False,standard,17.918,65.5,30.7,35.4,0.07118409,irregular,251.714,False,False,0.0,False,,False,True,False,False,False,,False,,,medium_parcel,standard,door_to_door,False,1,12:00:00,20:55:00,anytime,0.817,afternoon
P-0012663,O-0010619,C-0011233,2026-01-15 07:49:08,2026-01-15,B-20260115-002,D-CMB-002,6.891746,79.856575,"No. 317, Flower Road, Bambalapitiya, Sri Lanka",Z-CMB-005,00400,residential,0,False,standard,0.531,28.7,20.0,4.4,0.0025256,flat,210.247,False,False,0.0,False,,False,True,False,False,False,,False,,,document,standard,collection_point,False,1,08:47:00,18:34:00,flexible_±30min,0.763,afternoon
P-0012664,O-0010620,C-0002576,2026-01-13 19:21:33,2026-01-15,B-20260115-002,D-CMB-002,6.94564,79.918649,"No. 239, School Lane, Floor 3, Kelaniya, Sri Lanka",Z-CMB-012,11600,commercial,3,True,standard,25.595,128.5,60.9,54.7,0.428063055,irregular,59.793,False,True,63.03,False,,False,True,True,False,False,,False,,,bulky,express,door_to_door,True,2,12:59:00,16:41:00,flexible_±30min,0.99,any
P-0012665,O-0010621,C-0009115,2026-01-11 17:57:28,2026-01-15,B-20260115-002,D-CMB-002,6.946474,79.920471,"No. 85, Baseline Road, Floor 3, Kelaniya, Sri Lanka",Z-CMB-012,11600,commercial,3,False,restricted_access,42.916,141.9,78.3,67.0,0.74442159,cuboid,57.65,False,True,95.0,False,,False,True,True,True,False,,False,,,bulky,express,door_to_door,False,1,15:10:00,17:53:00,anytime,0.877,afternoon
P-0012666,O-0010622,C-0007670,2026-01-15 09:56:18,2026-01-15,B-20260115-002,D-CMB-002,6.914334,79.878844,"No. 364, Palm Grove, Floor 4, Borella, Sri Lanka",Z-CMB-006,00800,commercial,4,True,narrow_lane,5.318,45.8,45.4,27.1,0.056349572,cuboid,94.375,False,True,32.01,False,,False,False,False,False,False,,False,,,medium_parcel,standard,door_to_door,False,1,13:10:00,20:31:00,flexible_±30min,0.73,afternoon
P-0012667,O-0010623,C-0016537,2026-01-11 17:23:08,2026-01-15,B-20260115-002,D-CMB-002,6.867979,79.900857,"No. 120, Park Road, Floor 2, Nugegoda, Sri Lanka",Z-CMB-007,10250,residential,2,False,narrow_lane,3.519,52.1,36.9,26.0,0.04998474,cuboid,70.401,False,False,0.0,False,,False,True,False,False,False,,False,,,medium_parcel,express,door_to_door,False,3,16:24:00,19:49:00,flexible_±30min,0.984,evening
P-0012668,O-0010624,C-0013063,2026-01-14 21:52:03,2026-01-15,B-20260115-002,D-CMB-002,6.948589,79.919753,"No. 396, Main Street, Floor 1, Kelaniya, Sri Lanka",Z-CMB-012,11600,commercial,1,False,standard,8.64,46.4,33.2,31.8,0.048987264,cuboid,176.372,False,True,32.0,True,length_width,False,False,False,False,False,,False,,,medium_parcel,priority,door_to_door,False,1,07:57:00,09:15:00,fixed,0.935,any
P-0012669,O-0010625,C-0002403,2026-01-13 11:54:06,2026-01-15,B-20260115-002,D-CMB-002,6.866153,79.901515,"No. 63, Galle Road, Floor 4, Nugegoda, Sri Lanka",Z-CMB-007,10250,commercial,4,False,standard,5.059,37.0,38.5,25.2,0.0358974,cuboid,140.929,False,True,27.43,False,,False,True,False,False,False,,False,,,medium_parcel,standard,door_to_door,False,1,10:09:00,15:57:00,flexible_±30min,0.831,morning
P-0012670,O-0010625,C-0003444,2026-01-14 20:40:19,2026-01-15,B-20260115-002,D-CMB-002,6.866869,79.898422,"No. 272, Railway Avenue, Floor 2, Nugegoda, Sri Lanka",Z-CMB-007,10250,commercial,2,False,standard,1.391,34.6,21.3,15.9,0.011717982,soft_pack,118.706,False,True,17.83,False,,False,False,False,False,False,,False,,,small_parcel,standard,door_to_door,False,1,09:07:00,17:29:00,anytime,0.883,morning
P-0012671,O-0010626,C-0008528,2026-01-14 11:04:32,2026-01-15,B-20260115-002,D-CMB-002,6.86404,79.902126,"No. 275, Main Street, Floor 1, Nugegoda, Sri Lanka",Z-CMB-007,10250,residential,1,False,standard,8.425,78.5,46.2,47.1,0.17081757,cuboid,49.322,False,True,27.61,False,,False,True,False,False,False,,False,,,large_parcel,express,door_to_door,False,1,13:02:00,17:00:00,flexible_±30min,0.654,afternoon
P-0012672,O-0010627,C-0002605,2026-01-11 17:47:26,2026-01-15,B-20260115-002,D-CMB-002,6.914105,79.877139,"No. 330, Galle Road, Borella, Sri Lanka",Z-CMB-006,00800,commercial,0,False,restricted_access,2.868,29.2,27.3,14.5,0.01155882,cuboid,248.122,False,True,15.96,False,,False,True,False,False,False,,False,,,small_parcel,priority,door_to_door,False,1,14:48:00,16:13:00,fixed,0.896,afternoon
P-0012673,O-0010628,C-0000777,2026-01-13 15:42:21,2026-01-15,B-20260115-002,D-CMB-002,6.94847,79.920334,"No. 359, Main Street, Floor 7, Kelaniya, Sri Lanka",Z-CMB-012,11600,commercial,7,True,standard,4.069,41.0,32.9,23.5,0.03169915,cuboid,128.363,False,False,0.0,False,,False,False,False,False,False,,False,,,medium_parcel,standard,door_to_door,False,2,12:12:00,18:18:00,flexible_±30min,0.99,evening
P-0012674,O-0010629,C-0003614,2026-01-13 18:42:28,2026-01-15,B-20260115-002,D-CMB-002,6.876272,79.880359,"No. 394, High Level Road, Floor 3, Wellawatte, Sri Lanka",Z-CMB-010,00600,residential,3,True,narrow_lane,5.587,40.4,28.3,20.5,0.02343806,irregular,238.373,False,False,0.0,True,length_height,False,True,False,False,False,,False,,,medium_parcel,priority,door_to_door,False,1,18:41:00,20:02:00,fixed,0.857,evening
P-0012675,O-0010629,C-0002376,2026-01-11 10:08:23,2026-01-15,B-20260115-002,D-CMB-002,6.91384,79.877759,"No. 222, Flower Road, Floor 3, Borella, Sri Lanka",Z-CMB-006,00800,residential,3,True,standard,14.195,77.1,46.6,49.9,0.179283714,cuboid,79.176,False,True,50.64,False,,False,True,False,False,False,,False,,,large_parcel,standard,door_to_door,False,1,12:14:00,19:55:00,anytime,0.979,any
P-0012676,O-0010629,C-0007015,2026-01-14 14:48:36,2026-01-15,B-20260115-002,D-CMB-002,6.857311,79.897927,"No. 318, Station Road, Floor 2, Nugegoda, Sri Lanka",Z-CMB-007,10250,industrial,2,True,standard,51.706,156.3,65.0,54.2,0.5506449,irregular,93.901,False,False,0.0,False,,False,True,True,True,False,,False,,,bulky,standard,door_to_door,False,1,13:16:00,20:57:00,flexible_±30min,0.99,evening
P-0012677,O-0010630,C-0003452,2026-01-14 20:50:51,2026-01-15,B-20260115-002,D-CMB-002,6.870509,79.857542,"No. 74, Baseline Road, Wellawatte, Sri Lanka",Z-CMB-010,00600,residential,0,False,standard,1.732,28.8,17.1,24.7,0.012164256,cuboid,142.384,False,True,14.86,False,,False,True,False,False,False,,False,,,small_parcel,express,door_to_door,False,1,10:20:00,13:08:00,flexible_±30min,0.824,any
P-0012678,O-0010631,C-0003983,2026-01-14 08:40:21,2026-01-15,B-20260115-002,D-CMB-002,6.913208,79.878861,"No. 315, Main Street, Floor 4, Borella, Sri Lanka",Z-CMB-006,00800,commercial,4,True,standard,0.774,33.4,18.0,2.5,0.001503,flat,514.97,False,True,10.72,False,,False,True,False,True,False,,False,,,document,standard,door_to_door,False,1,13:51:00,20:40:00,flexible_±30min,0.894,afternoon
P-0012679,O-0010631,C-0003622,2026-01-14 13:18:40,2026-01-15,B-20260115-002,D-CMB-002,6.914979,79.878319,"No. 348, Union Place, Borella, Sri Lanka",Z-CMB-006,00800,commercial,0,False,narrow_lane,3.704,37.5,20.1,15.4,0.01160775,cuboid,319.097,False,True,19.83,False,,False,True,False,False,False,,False,,,small_parcel,standard,collection_point,False,1,11:23:00,20:24:00,flexible_±30min,0.99,afternoon
P-0012680,O-0010632,C-0008588,2026-01-14 20:02:09,2026-01-15,B-20260115-002,D-CMB-002,6.913184,79.87897,"No. 64, Lake Road, Borella, Sri Lanka",Z-CMB-006,00800,commercial,0,False,standard,10.28,79.6,50.5,41.4,0.16641972,cuboid,61.772,False,True,40.32,False,,False,True,False,False,False,,False,,,large_parcel,standard,door_to_door,False,1,07:55:00,17:15:00,anytime,0.858,afternoon
P-0012681,O-0010633,C-0004400,2026-01-13 10:58:32,2026-01-15,B-20260115-002,D-CMB-002,6.89846,79.857604,"No. 189, Canal Road, Floor 1, Bambalapitiya, Sri Lanka",Z-CMB-005,00400,residential,1,False,standard,6.162,54.5,27.5,34.2,0.05125725,irregular,120.217,False,False,0.0,False,,False,True,False,False,False,,False,,,medium_parcel,standard,door_to_door,False,1,10:04:00,17:48:00,anytime,0.811,morning
P-0012682,O-0010634,C-0011030,2026-01-13 17:08:39,2026-01-15,B-20260115-002,D-CMB-002,6.915257,79.876423,"No. 337, Temple Road, Floor 3, Borella, Sri Lanka",Z-CMB-006,00800,residential,3,True,standard,33.162,53.2,43.7,35.7,0.082996788,cylinder,399.558,False,True,95.0,False,,False,True,True,True,True,corrosive,False,,,hazmat,express,door_to_door,False,1,16:23:00,19:38:00,flexible_±30min,0.808,any
P-0012683,O-0010635,C-0002096,2026-01-12 11:23:50,2026-01-15,B-20260115-002,D-CMB-002,6.850426,79.877928,"No. 270, School Lane, Floor 4, Dehiwala, Sri Lanka",Z-CMB-008,10350,residential,4,False,narrow_lane,3.83,42.4,18.0,14.9,0.01137168,soft_pack,336.802,False,False,0.0,False,,False,True,False,False,False,,False,,,small_parcel,standard,door_to_door,True,1,11:17:00,20:48:00,flexible_±30min,0.803,morning
P-0012684,O-0010636,C-0014869,2026-01-15 16:58:32,2026-01-15,B-20260115-002,D-CMB-002,6.95,79.903578,"No. 116, Marine Drive, Kelaniya, Sri Lanka",Z-CMB-012,11600,commercial,0,False,standard,3.811,39.6,17.7,17.4,0.012196008,cuboid,312.479,False,True,17.96,False,,False,True,False,False,False,,False,,,small_parcel,standard,locker_drop,False,1,12:58:00,20:42:00,fixed,0.956,afternoon
P-0012685,O-0010637,C-0008372,2026-01-11 18:30:23,2026-01-15,B-20260115-002,D-CMB-002,6.876603,79.86375,"No. 118, Park Road, Floor 3, Wellawatte, Sri Lanka",Z-CMB-010,00600,residential,3,True,narrow_lane,11.954,61.9,39.1,21.2,0.051310148,cuboid,232.975,True,False,0.0,True,length_width,True,True,False,True,False,,False,,,medium_parcel,standard,door_to_door,False,1,09:47:00,16:31:00,anytime,0.805,morning
P-0012686,O-0010638,C-0015698,2026-01-14 13:43:12,2026-01-15,B-20260115-002,D-CMB-002,6.86869,79.899851,"No. 327, Temple Road, Nugegoda, Sri Lanka",Z-CMB-007,10250,residential,0,False,standard,7.302,45.5,38.0,24.2,0.0418418,soft_pack,174.514,False,True,30.26,False,,False,True,False,False,False,,False,,,medium_parcel,standard,door_to_door,False,1,12:12:00,18:53:00,anytime,0.778,any
P-0012687,O-0010639,C-0012669,2026-01-14 20:12:12,2026-01-15,B-20260115-002,D-CMB-002,6.94942,79.920629,"No. 170, Palm Grove, Floor 4, Kelaniya, Sri Lanka",Z-CMB-012,11600,commercial,4,True,standard,2.106,44.5,34.3,22.3,0.034037605,cuboid,61.873,True,False,0.0,True,length_width,True,False,False,True,False,,False,,,medium_parcel,standard,door_to_door,False,1,09:25:00,14:56:00,flexible_±30min,0.749,morning
P-0012688,O-0010639,C-0008770,2026-01-14 17:30:07,2026-01-15,B-20260115-002,D-CMB-002,6.913748,79.878661,"No. 328, Station Road, Borella, Sri Lanka",Z-CMB-006,00800,commercial,0,False,narrow_lane,7.415,47.8,21.2,37.7,0.038203672,irregular,194.091,False,True,32.21,False,,False,True,False,False,False,,False,,,medium_parcel,standard,collection_point,False,1,08:47:00,16:28:00,anytime,0.836,morning
P-0012689,O-0010640,C-0015817,2026-01-13 13:02:27,2026-01-15,B-20260115-002,D-CMB-002,6.875321,79.865728,"No. 19, Hospital Road, Floor 1, Wellawatte, Sri Lanka",Z-CMB-010,00600,residential,1,False,standard,4.296,40.0,28.5,22.0,0.02508,cuboid,171.292,False,True,16.59,False,,False,True,False,False,False,,False,,,medium_parcel,standard,door_to_door,False,1,08:07:00,14:59:00,flexible_±30min,0.773,evening
P-0012690,O-0010641,C-0001358,2026-01-14 08:29:07,2026-01-15,B-20260115-002,D-CMB-002,6.877112,79.855795,"No. 316, Lake Road, Floor 3, Wellawatte, Sri Lanka",Z-CMB-010,00600,residential,3,False,narrow_lane,6.656,48.2,36.2,21.2,0.036990608,cuboid,179.938,False,True,33.96,False,,False,True,False,False,False,,False,,,medium_parcel,priority,door_to_door,False,1,13:40:00,14:45:00,fixed,0.736,afternoon
P-0012691,O-0010641,C-0004275,2026-01-15 07:10:40,2026-01-15,B-20260115-002,D-CMB-002,6.894273,79.855818,"No. 288, School Lane, Floor 1, Bambalapitiya, Sri Lanka",Z-CMB-005,00400,residential,1,False,narrow_lane,19.724,66.1,42.9,34.6,0.098114874,cuboid,201.03,True,False,0.0,True,length_width,True,True,False,True,False,,False,,,fragile_goods,standard,door_to_door,False,1,09:29:00,16:07:00,fixed,0.714,morning
P-0012692,O-0010642,C-0011263,2026-01-14 11:53:44,2026-01-15,B-20260115-002,D-CMB-002,6.912591,79.87717,"No. 26, Canal Road, Floor 7, Borella, Sri Lanka",Z-CMB-006,00800,commercial,7,True,standard,2.255,35.6,17.6,13.5,0.00845856,cuboid,266.594,False,True,10.54,False,,False,True,False,True,False,,False,,,small_parcel,standard,door_to_door,True,1,14:33:00,20:12:00,fixed,0.99,any
P-0012693,O-0010643,C-0006473,2026-01-14 21:17:05,2026-01-15,B-20260115-002,D-CMB-002,6.867419,79.899904,"No. 184, High Level Road, Nugegoda, Sri Lanka",Z-CMB-007,10250,commercial,0,False,narrow_lane,14.181,51.5,35.8,44.6,0.08222902,cuboid,172.457,True,False,0.0,True,length_width,True,True,False,True,False,,False,,,fragile_goods,standard,door_to_door,False,1,08:04:00,13:58:00,anytime,0.984,morning
P-0012694,O-0010644,C-0011597,2026-01-14 12:40:44,2026-01-15,B-20260115-002,D-CMB-002,6.914784,79.877484,"No. 222, Station Road, Floor 3, Borella, Sri Lanka",Z-CMB-006,00800,commercial,3,False,standard,3.538,34.3,25.1,12.5,0.010761625,cuboid,328.761,False,True,27.04,True,length_width,False,True,False,False,False,,False,,,small_parcel,express,door_to_door,False,1,15:21:00,19:16:00,flexible_±30min,0.723,afternoon
P-0012695,O-0010645,C-0006882,2026-01-14 19:45:53,2026-01-15,B-20260115-002,D-CMB-002,6.881357,79.902678,"No. 182, School Lane, Floor 15, Nugegoda, Sri Lanka",Z-CMB-007,10250,commercial,15,True,narrow_lane,6.145,45.1,41.6,26.6,0.049905856,soft_pack,123.132,False,False,0.0,False,,False,True,False,False,False,,False,,,medium_parcel,standard,door_to_door,False,1,08:09:00,16:45:00,anytime,0.755,any
